markdown_date,store_id,sku,category,original_price,markdown_price,discount_pct,base_quantity_sold,markdown_quantity_sold,quantity_uplift_pct,markdown_duration_days,unit_cost,base_margin_dollars,markdown_margin_dollars
20200315,875,155,Category 01,42.56,26.55,37.6,48,69,45.1,29,22.82,947,257
20200901,1452,110,Category 02,67.1,45.94,31.5,45,66,47.3,39,33.7,1502,807
20200917,1763,153,Category 02,81.03,70.95,12.4,73,86,18.7,28,40.66,2947,2604
20201119,679,107,Category 10,45.99,34.93,24.0,36,48,36.1,16,25.22,747,466
20200713,1425,39,Category 06,39.97,29.7,25.7,21,29,38.5,54,22.8,360,200
20200822,579,64,Category 01,60.41,51.47,14.8,28,32,17.8,22,32.22,789,616
20201220,1712,107,Category 10,50.43,32.62,35.3,68,104,53.0,36,25.22,1714,769
20200504,171,83,Category 05,60.4,50.54,16.3,21,26,24.5,52,31.61,604,492
20201210,904,3,Category 01,43.19,29.23,32.3,50,69,38.8,54,22.1,1054,491
20200320,875,46,Category 04,46.83,35.93,23.3,58,78,34.9,32,24.88,1273,861
20200710,1589,149,Category 03,29.11,26.18,10.1,19,21,12.1,20,18.29,205,165
20201128,1459,46,Category 04,50.15,42.64,15.0,16,19,22.5,47,24.88,404,337
20201030,1232,67,Category 05,38.49,26.43,31.3,61,89,47.0,46,20.88,1074,493
20201128,871,8,Category 05,62.04,40.21,35.2,18,27,52.8,46,31.14,556,244
20200113,381,110,Category 02,66.07,41.75,36.8,57,88,55.2,53,33.7,1845,708
20200419,1311,52,Category 06,37.06,23.13,37.6,52,81,56.4,54,20.74,848,193
20200702,545,57,Category 04,65.27,43.73,33.0,55,82,49.5,37,34.92,1669,722
20201225,373,67,Category 05,39.7,26.69,32.8,65,96,49.2,18,20.88,1223,557
20201030,1646,64,Category 01,56.5,45.8,18.9,71,87,22.7,17,32.22,1723,1181
20200222,865,8,Category 05,55.99,36.97,34.0,27,40,51.0,26,31.14,670,233
20201225,1510,39,Category 06,43.72,37.12,15.1,64,78,22.6,32,22.8,1338,1116
20200222,381,149,Category 03,29.17,20.92,28.3,72,96,33.9,55,18.29,783,252
20200128,875,52,Category 06,40.84,30.26,25.9,26,36,38.9,35,20.74,522,342
20200806,1537,8,Category 05,56.38,37.19,34.0,56,84,51.1,27,31.14,1413,508
20200703,1830,107,Category 10,49.4,41.27,16.5,28,34,24.7,51,25.22,677,545
20200503,1936,107,Category 10,44.81,29.77,33.6,20,30,50.3,36,25.22,391,136
20200428,381,67,Category 05,40.77,36.51,10.4,21,24,15.7,49,20.88,417,375
20200413,1587,83,Category 05,57.43,43.0,25.1,52,71,37.7,32,31.61,1342,808
20200411,1161,39,Category 06,40.24,25.08,39.0,38,59,56.5,28,22.8,662,134
20201215,334,67,Category 05,37.21,28.25,24.1,55,74,36.1,29,20.88,898,545
20200228,1857,111,Category 04,55.77,34.01,39.0,26,41,58.5,22,28.95,697,207
20200411,1232,107,Category 10,43.72,37.79,13.6,21,25,20.3,17,25.22,388,314
20200428,1328,8,Category 05,56.78,50.32,11.4,27,31,17.1,29,31.14,692,594
20200707,1589,155,Category 01,44.36,35.32,20.4,39,48,24.5,37,22.82,840,600
20200126,1160,67,Category 05,39.41,29.32,25.6,17,23,38.4,34,20.88,315,194
20200831,574,110,Category 02,70.5,59.49,15.6,28,34,23.4,21,33.7,1030,876
20200205,1925,83,Category 05,57.09,42.46,25.6,54,74,38.4,36,31.61,1375,802
20200504,1452,39,Category 06,40.33,33.13,17.8,53,67,26.8,28,22.8,929,692
20200929,273,1,Category 07,53.93,34.03,36.9,59,91,55.3,32,29.23,1457,436
20201025,381,52,Category 06,38.73,28.61,26.1,54,75,39.2,53,20.74,971,590
20200302,1259,148,Category 03,34.44,26.7,22.5,25,31,27.0,24,19.46,374,224
20201213,1259,154,Category 01,52.03,39.21,24.6,65,84,29.6,34,27.57,1589,977
20200224,1013,148,Category 03,31.46,23.69,24.7,15,19,29.6,17,19.46,180,80
20200912,274,46,Category 04,47.12,31.62,32.9,35,52,49.3,14,24.88,778,350
20201204,485,111,Category 04,54.04,38.91,28.0,17,24,42.0,39,28.95,426,239
20200726,579,149,Category 03,30.26,24.93,17.6,60,72,21.1,36,18.29,718,478
20200625,397,67,Category 05,38.49,28.31,26.5,78,108,39.7,31,20.88,1373,802
20200308,600,148,Category 03,31.37,22.48,28.3,54,72,34.0,53,19.46,643,217
20200905,614,148,Category 03,33.98,25.85,23.9,16,20,28.7,48,19.46,232,127
20200608,978,46,Category 04,45.51,28.79,36.7,29,44,55.1,30,24.88,598,172
20200123,1937,83,Category 05,62.11,44.03,29.1,58,83,43.7,27,31.61,1769,1030
20200110,790,83,Category 05,61.08,49.7,18.6,70,89,27.9,18,31.61,2062,1610
20200701,978,110,Category 02,70.48,47.03,33.3,59,88,49.9,25,33.7,2170,1173
20200519,1710,153,Category 02,80.89,52.61,35.0,26,39,52.4,19,40.66,1045,466
20201022,1094,6,Category 06,58.76,36.71,37.5,64,100,56.3,50,32.93,1653,378
20200605,337,3,Category 01,44.07,30.9,29.9,71,96,35.9,51,22.1,1559,844
20201203,603,1,Category 07,56.76,42.38,25.3,27,37,38.0,28,29.23,743,486
20200607,1329,148,Category 03,34.5,26.65,22.8,27,34,27.3,51,19.46,406,244
20200209,1838,83,Category 05,54.97,36.17,34.2,17,25,51.3,46,31.61,397,114
20200116,98,111,Category 04,57.58,49.09,14.8,78,95,22.1,38,28.95,2233,1913
20200926,567,153,Category 02,79.1,62.54,20.9,60,78,31.4,23,40.66,2306,1706
20200322,1027,64,Category 01,55.99,35.44,38.5,20,28,44.0,50,32.22,475,90
20200109,1311,67,Category 05,37.58,26.6,29.2,58,83,43.8,18,20.88,968,474
20200329,545,111,Category 04,56.65,45.04,20.5,77,100,30.7,50,28.95,2132,1609
20200910,1232,155,Category 01,40.74,25.94,36.3,70,100,43.6,37,22.82,1254,312
20200721,371,57,Category 04,70.08,58.54,16.5,21,26,24.7,54,34.92,738,614
20200327,508,154,Category 01,51.58,37.16,28.0,75,100,33.5,47,27.57,1800,958
20200417,1328,2,Category 01,30.23,25.37,16.1,63,75,19.3,43,15.99,897,703
20201014,377,154,Category 01,52.41,37.08,29.3,42,56,35.1,35,27.57,1043,532
20200617,1858,76,Category 05,39.17,33.86,13.6,24,28,20.3,49,22.03,411,331
20200514,1822,76,Category 05,40.09,31.22,22.1,26,34,33.2,21,22.03,469,312
20201001,209,64,Category 01,55.81,41.77,25.2,62,80,30.2,54,32.22,1462,764
20201006,1283,83,Category 05,60.0,53.71,10.5,70,81,15.7,48,31.61,1987,1790
20201005,425,39,Category 06,42.79,29.69,30.6,52,75,45.9,18,22.8,1039,516
20201025,1302,107,Category 10,44.1,38.21,13.3,38,45,20.0,14,25.22,717,584
20200719,614,3,Category 01,41.19,34.1,17.2,79,95,20.7,26,22.1,1508,1140
20200529,373,1,Category 07,55.86,38.43,31.2,26,38,46.8,49,29.23,692,349
20200823,98,57,Category 04,68.42,57.88,15.4,53,65,23.1,29,34.92,1775,1492
20200921,206,149,Category 03,31.98,22.66,29.2,25,33,35.0,38,18.29,342,144
20200304,1925,155,Category 01,44.29,30.5,31.1,18,24,37.4,49,22.82,386,184
20200513,1027,107,Category 10,48.7,40.18,17.5,45,56,26.2,14,25.22,1056,837
20201119,625,57,Category 04,73.06,49.65,32.0,18,26,48.1,19,34.92,686,382
20200910,377,155,Category 01,39.96,32.01,19.9,51,63,23.9,34,22.82,874,578
20200411,1208,153,Category 02,89.42,59.73,33.2,31,46,49.8,19,40.66,1511,877
20201101,904,154,Category 01,52.86,35.63,32.6,43,59,39.1,51,27.57,1087,475
20201226,1094,153,Category 02,80.11,65.24,18.6,15,19,27.8,25,40.66,591,467
20200103,381,8,Category 05,57.06,42.0,26.4,45,62,39.6,48,31.14,1166,673
20201114,338,7,Category 06,63.01,49.94,20.7,61,79,31.1,27,33.79,1782,1275
20201118,210,155,Category 01,42.17,26.56,37.0,56,80,44.4,18,22.82,1083,299
20200812,1587,107,Category 10,49.91,43.67,12.5,54,64,18.8,45,25.22,1333,1180
20200718,486,154,Category 01,54.92,45.05,18.0,59,71,21.6,23,27.57,1613,1241
20200906,1094,67,Category 05,40.54,33.46,17.5,63,79,26.2,19,20.88,1238,993
20200620,63,7,Category 06,63.76,47.0,26.3,46,64,39.4,23,33.79,1378,845
20200117,567,111,Category 04,57.22,42.86,25.1,67,92,37.6,39,28.95,1894,1279
20201125,865,3,Category 01,40.6,28.16,30.6,29,39,36.8,50,22.1,536,236
20200327,1712,155,Category 01,42.2,31.94,24.3,66,85,29.2,17,22.82,1279,775
20200919,1925,76,Category 05,39.59,31.45,20.6,55,71,30.8,34,22.03,965,668
20200830,1164,149,Category 03,33.41,24.85,25.6,23,30,30.7,51,18.29,347,196
20200706,1328,52,Category 06,38.03,26.23,31.0,16,23,46.5,49,20.74,276,126
20200831,1741,3,Category 01,38.4,27.01,29.7,37,50,35.6,20,22.1,603,245
20200104,1858,1,Category 07,53.3,40.01,24.9,46,63,37.4,27,29.23,1107,679
20201106,274,107,Category 10,48.18,35.76,25.8,69,95,38.7,30,25.22,1584,1001
20201019,1556,110,Category 02,70.26,48.13,31.5,36,53,47.2,18,33.7,1316,764
20200221,1830,52,Category 06,40.97,36.35,11.3,45,52,16.9,26,20.74,910,811
20200308,721,2,Category 01,31.3,25.79,17.6,56,67,21.1,19,15.99,857,656
20200809,371,155,Category 01,45.36,33.47,26.2,63,82,31.5,38,22.82,1420,873
20200407,567,149,Category 03,29.89,26.03,12.9,78,90,15.5,14,18.29,904,696
20200110,1710,46,Category 04,51.05,31.27,38.7,65,102,58.1,23,24.88,1701,651
20200325,373,111,Category 04,60.67,43.87,27.7,28,39,41.5,18,28.95,888,581
20200703,1101,46,Category 04,49.85,31.84,36.1,56,86,54.2,35,24.88,1398,598
20201105,232,46,Category 04,47.0,39.23,16.5,39,48,24.8,46,24.88,862,688
20200926,1540,153,Category 02,87.43,69.09,21.0,26,34,31.5,54,40.66,1216,966
20200307,1556,46,Category 04,47.02,40.65,13.5,17,20,20.3,38,24.88,376,315
20200721,567,148,Category 03,33.96,30.08,11.4,40,45,13.7,52,19.46,580,477
20200107,600,2,Category 01,27.67,21.22,23.3,16,20,28.0,14,15.99,186,104
20200815,1160,64,Category 01,62.86,48.12,23.4,26,33,28.1,14,32.22,796,524
20200707,339,64,Category 01,63.96,43.99,31.2,35,48,37.5,48,32.22,1110,564
20200111,508,6,Category 06,58.36,48.96,16.1,60,74,24.2,17,32.93,1525,1186
20200212,371,153,Category 02,87.86,70.25,20.0,48,62,30.1,54,40.66,2265,1834
20201128,1283,153,Category 02,87.23,53.21,39.0,78,123,58.5,33,40.66,3632,1543
20200905,1068,8,Category 05,58.26,47.78,18.0,42,53,27.0,21,31.14,1139,881
20200927,1857,3,Category 01,43.23,35.3,18.4,50,61,22.0,43,22.1,1056,805
20200419,579,57,Category 04,64.46,42.82,33.6,75,112,50.4,29,34.92,2215,884
20200107,232,46,Category 04,45.77,41.02,10.4,24,27,15.6,43,24.88,501,435
20200902,545,107,Category 10,48.46,39.95,17.6,53,66,26.3,29,25.22,1231,972
20201011,1741,6,Category 06,59.23,36.46,38.4,79,124,57.7,34,32.93,2077,437
20200419,665,7,Category 06,65.38,51.93,20.6,73,95,30.9,22,33.79,2306,1723
20200108,1646,57,Category 04,73.65,49.56,32.7,66,98,49.1,55,34.92,2556,1434
20200407,1830,46,Category 04,50.51,36.4,27.9,40,56,41.9,53,24.88,1025,645
20200417,531,2,Category 01,29.92,18.49,38.2,24,35,45.8,16,15.99,334,87
20200128,1822,1,Category 07,57.63,44.5,22.8,52,69,34.2,17,29.23,1476,1053
20200611,1634,111,Category 04,58.71,37.04,36.9,71,110,55.4,31,28.95,2112,889
20201227,209,1,Category 07,50.7,40.04,21.0,48,63,31.5,37,29.23,1030,681
20201108,871,83,Category 05,59.76,45.15,24.4,18,24,36.7,52,31.61,506,324
20200217,232,148,Category 03,33.87,23.89,29.5,37,50,35.4,41,19.46,533,221
20200713,1283,148,Category 03,31.65,24.25,23.4,36,46,28.1,42,19.46,438,220
20200218,381,6,Category 06,61.09,50.45,17.4,47,59,26.1,37,32.93,1323,1033
20200807,1589,149,Category 03,32.99,20.7,37.3,55,79,44.7,27,18.29,808,190
20201212,1858,2,Category 01,28.14,21.5,23.6,20,25,28.3,43,15.99,243,137
20200102,1283,155,Category 01,45.04,28.0,37.8,52,75,45.4,55,22.82,1155,388
20200401,1937,83,Category 05,55.23,35.54,35.6,76,116,53.5,51,31.61,1795,455
20201001,1858,8,Category 05,55.32,39.82,28.0,46,65,42.0,19,31.14,1112,564
20201124,339,64,Category 01,60.29,49.32,18.2,18,21,21.8,21,32.22,505,359
20200124,1838,149,Category 03,31.54,26.71,15.3,43,50,18.4,21,18.29,569,421
20200528,871,148,Category 03,35.02,24.19,30.9,19,26,37.1,55,19.46,295,122
20201214,381,8,Category 05,59.71,50.36,15.7,73,90,23.5,52,31.14,2085,1729
20200413,665,67,Category 05,36.92,32.45,12.1,21,24,18.2,36,20.88,336,277
20201212,1425,3,Category 01,41.16,33.47,18.7,43,52,22.4,27,22.1,819,591
20201203,1302,76,Category 05,42.69,34.48,19.2,79,101,28.8,23,22.03,1632,1257
20200531,1182,76,Category 05,40.57,33.44,17.6,40,50,26.4,22,22.03,741,570
20200226,865,149,Category 03,30.04,26.04,13.3,73,84,16.0,45,18.29,857,651
20200602,171,2,Category 01,30.5,24.57,19.4,53,65,23.3,30,15.99,769,557
20200826,1302,7,Category 06,67.42,48.26,28.4,79,112,42.6,54,33.79,2656,1620
20200406,1625,83,Category 05,58.77,48.55,17.4,31,39,26.1,17,31.61,841,660
20200922,1013,64,Category 01,60.55,38.92,35.7,52,74,42.9,39,32.22,1473,495
20200429,1763,155,Category 01,39.84,29.25,26.6,52,68,31.9,17,22.82,885,437
20200716,164,57,Category 04,67.63,42.98,36.5,47,72,54.7,25,34.92,1537,580
20200818,273,149,Category 03,30.84,21.92,28.9,65,87,34.7,37,18.29,815,315
20200415,273,149,Category 03,30.34,20.12,37.0,63,88,40.4,23,18.29,759,161
20200614,1013,39,Category 06,40.27,30.67,23.8,56,76,35.8,17,22.8,978,598
20201110,1328,7,Category 06,66.04,40.49,38.7,29,45,58.0,31,33.79,935,301
20200306,1013,83,Category 05,61.28,41.87,31.7,53,78,47.5,32,31.61,1572,800
20200914,377,46,Category 04,50.11,39.62,20.9,63,82,31.4,40,24.88,1589,1208
20201028,486,107,Category 10,47.73,33.0,30.9,26,38,46.3,41,25.22,585,295
20201229,1556,3,Category 01,44.04,35.01,20.5,67,83,24.6,44,22.1,1469,1071
20200729,178,7,Category 06,63.08,44.45,29.5,46,66,44.3,47,33.79,1347,703
20200107,164,148,Category 03,34.92,29.88,14.4,23,26,17.3,40,19.46,355,270
20200825,600,64,Category 01,56.18,35.55,36.7,77,110,44.1,39,32.22,1844,366
20200923,1094,64,Category 01,61.09,47.59,22.1,22,27,26.5,52,32.22,635,414
20200906,338,8,Category 05,55.84,41.89,25.0,34,46,37.5,43,31.14,839,494
20200116,665,148,Category 03,33.7,25.96,23.0,32,40,27.6,20,19.46,455,260
20200926,639,7,Category 06,60.01,53.27,11.2,79,92,16.8,41,33.79,2071,1792
20200202,485,107,Category 10,46.36,27.87,39.9,62,99,59.8,23,25.22,1310,262
20200403,721,57,Category 04,70.67,46.65,34.0,41,61,51.0,18,34.92,1465,715
20200310,1710,154,Category 01,51.59,36.09,30.1,32,43,36.1,40,27.57,768,366
20200416,1068,6,Category 06,65.44,43.83,33.0,40,59,49.5,14,32.93,1300,643
20200929,485,3,Category 01,38.74,25.43,34.3,49,69,41.2,28,22.1,815,229
20200609,1182,154,Category 01,53.29,35.16,34.0,74,104,40.8,23,27.57,1903,789
20201204,486,110,Category 02,67.38,57.63,14.5,79,96,21.7,29,33.7,2660,2297
20200222,574,83,Category 05,57.23,48.46,15.3,48,59,23.0,51,31.61,1229,994
20200605,1556,64,Category 01,62.68,50.2,19.9,45,55,23.9,31,32.22,1370,988
20201127,978,154,Category 01,52.05,45.12,13.3,44,51,16.0,45,27.57,1077,895
20201016,98,6,Category 06,62.44,47.13,24.5,52,71,36.8,22,32.93,1534,1008
20200924,1094,8,Category 05,59.41,44.99,24.3,20,27,36.4,49,31.14,565,373
20201227,1452,76,Category 05,42.61,34.99,17.9,52,65,26.8,41,22.03,1070,842
20200112,1232,76,Category 05,42.86,36.57,14.7,15,18,22.0,48,22.03,312,261
20201011,721,46,Category 04,51.53,39.5,23.3,70,94,35.0,38,24.88,1865,1374
20201202,1830,107,Category 10,48.52,35.83,26.2,48,66,39.2,40,25.22,1118,700
20200530,1094,154,Category 01,49.79,35.94,27.8,52,69,33.4,54,27.57,1155,577
20200103,603,76,Category 05,43.95,28.18,35.9,23,35,53.8,53,22.03,504,215
20200408,545,154,Category 01,47.67,36.95,22.5,44,55,27.0,32,27.57,884,515
20200929,303,149,Category 03,32.84,21.07,35.8,21,30,43.0,27,18.29,305,83
20201103,1354,67,Category 05,36.93,22.97,38.6,67,104,56.7,43,20.88,1075,217
20200220,1710,153,Category 02,86.6,69.91,19.3,44,56,28.9,25,40.66,2021,1638
20200926,371,76,Category 05,41.7,25.48,38.9,41,64,58.3,51,22.03,806,220
20200416,625,149,Category 03,29.97,26.23,12.5,31,35,15.0,52,18.29,362,277
20200418,1068,46,Category 04,48.59,31.07,36.1,29,44,54.1,49,24.88,687,272
20200516,871,153,Category 02,86.08,54.71,36.4,23,35,54.7,21,40.66,1044,491
20200911,1259,83,Category 05,56.81,36.54,35.7,43,66,53.5,15,31.61,1083,325
20200919,721,6,Category 06,60.91,48.38,20.6,50,65,30.9,44,32.93,1398,1004
20200715,1283,111,Category 04,60.54,51.08,15.6,51,62,23.4,37,28.95,1611,1372
20200218,63,52,Category 06,39.55,35.2,11.0,72,83,16.5,29,20.74,1354,1200
20201102,371,46,Category 04,50.62,38.36,24.2,17,23,36.3,17,24.88,437,310
20200919,1510,57,Category 04,64.66,40.99,36.6,42,65,54.9,34,34.92,1249,394
20200512,1763,154,Category 01,54.83,41.41,24.5,34,43,29.4,43,27.57,926,595
20201018,999,153,Category 02,81.11,54.64,32.6,70,104,49.0,18,40.66,2831,1453
20201209,930,39,Category 06,41.99,34.31,18.3,44,56,27.4,24,22.8,844,644
20200505,614,67,Category 05,40.02,26.51,33.8,66,99,50.6,45,20.88,1263,557
20200415,721,107,Category 10,45.73,38.02,16.9,32,40,25.3,46,25.22,656,512
20201219,1020,64,Category 01,62.76,56.37,10.2,76,85,12.2,19,32.22,2321,2052
20201226,999,3,Category 01,41.4,33.83,18.3,63,76,21.9,41,22.1,1215,891
20200819,1625,57,Category 04,66.88,42.93,35.8,70,107,53.7,54,34.92,2237,857
20201026,978,1,Category 07,56.98,42.45,25.5,44,60,38.3,53,29.23,1220,793
20201012,567,67,Category 05,41.39,28.86,30.3,75,109,45.4,42,20.88,1538,869
20201013,178,52,Category 06,40.8,32.32,20.8,51,66,31.2,31,20.74,1023,764
20200803,337,107,Category 10,46.36,31.61,31.8,59,87,47.7,34,25.22,1247,555
20201028,1094,3,Category 01,43.5,30.35,30.2,38,51,36.3,41,22.1,813,420
20200811,210,154,Category 01,52.05,46.82,10.0,43,48,12.1,21,27.57,1052,924
20201023,209,107,Category 10,43.95,27.74,39.9,20,31,55.3,29,25.22,374,78
20201016,273,64,Category 01,64.44,46.04,28.6,56,75,34.3,54,32.22,1804,1036
20201122,1208,46,Category 04,51.08,31.45,38.4,67,105,57.6,25,24.88,1755,689
20201212,1329,6,Category 06,60.94,37.63,38.3,71,111,57.4,31,32.93,1988,521
20200117,1020,153,Category 02,82.33,53.01,35.6,77,118,53.4,47,40.66,3208,1457
20201116,1763,7,Category 06,62.47,42.16,32.5,22,32,48.8,47,33.79,630,267
20200415,1283,148,Category 03,30.88,21.41,32.8,60,82,36.8,25,19.46,685,159
20200812,1925,2,Category 01,27.82,17.59,39.1,67,96,44.1,18,15.99,792,153
20201118,1646,149,Category 03,31.27,26.52,15.2,45,53,18.2,40,18.29,584,436
20201126,1160,76,Category 05,41.58,25.23,39.3,65,103,59.0,20,22.03,1270,329
20200308,1302,1,Category 07,57.81,49.27,14.8,38,46,22.2,46,29.23,1086,921
20201005,303,155,Category 01,43.84,33.82,22.9,47,59,27.4,28,22.82,987,649
20200919,273,111,Category 04,60.19,53.05,11.9,66,77,17.8,23,28.95,2061,1855
20200525,164,1,Category 07,54.84,34.46,37.2,61,95,55.7,33,29.23,1562,496
20200301,1646,107,Category 10,48.13,34.71,27.9,40,56,41.8,16,25.22,916,531
20201224,232,46,Category 04,51.01,32.88,35.5,70,107,53.3,50,24.88,1829,856
20200909,600,149,Category 03,29.41,24.09,18.1,64,77,21.7,44,18.29,711,446
20200720,1329,149,Category 03,30.97,22.53,27.2,35,46,32.7,42,18.29,443,195
20200927,1556,148,Category 03,32.09,27.87,13.1,45,52,15.8,29,19.46,568,437
20200613,1232,76,Category 05,38.44,30.89,19.6,25,32,29.5,49,22.03,410,283
20200310,303,110,Category 02,65.53,48.49,26.0,35,48,39.0,42,33.7,1114,709
20201119,485,154,Category 01,48.03,37.46,22.0,74,93,26.4,42,27.57,1514,919
20200126,1311,67,Category 05,37.47,32.98,12.0,37,43,18.0,52,20.88,613,520
20201208,373,154,Category 01,52.56,36.11,31.3,68,93,37.6,34,27.57,1699,794
20200416,339,110,Category 02,73.54,49.61,32.5,16,23,48.8,15,33.7,637,365
20200607,545,154,Category 01,48.17,30.39,36.9,23,33,44.3,50,27.57,473,93
20200920,1925,46,Category 04,49.65,33.02,33.5,52,78,50.2,21,24.88,1288,634
20201010,1589,155,Category 01,39.43,31.21,20.8,70,87,25.0,53,22.82,1162,729
20200215,1392,2,Category 01,29.25,24.4,16.6,62,74,19.9,41,15.99,822,622
20200428,1354,76,Category 05,39.65,28.02,29.3,68,97,44.0,43,22.03,1198,581
20200619,1763,3,Category 01,41.9,33.61,19.8,45,55,23.7,48,22.1,890,633
20200820,1013,111,Category 04,55.27,43.77,20.8,67,87,31.2,49,28.95,1763,1289
20200630,1830,64,Category 01,58.9,51.25,13.0,49,56,15.6,54,32.22,1307,1065
20201010,334,110,Category 02,68.16,42.4,37.8,39,61,56.7,35,33.7,1343,530
20200102,1311,67,Category 05,37.29,24.09,35.4,56,85,53.1,31,20.88,918,272
20200126,171,149,Category 03,29.17,21.35,26.8,60,79,32.2,14,18.29,652,241
20200128,1712,83,Category 05,57.09,47.39,17.0,20,25,25.5,22,31.61,509,394
20200802,1328,2,Category 01,30.55,18.41,39.7,60,88,47.7,43,15.99,873,212
20201008,999,57,Category 04,67.63,58.55,13.4,61,73,20.1,15,34.92,1995,1724
20200728,1354,6,Category 06,62.96,48.28,23.3,69,93,35.0,42,32.93,2072,1427
20200425,1425,46,Category 04,46.7,28.81,38.3,36,56,57.5,41,24.88,785,220
20200723,579,6,Category 06,64.72,57.71,10.8,53,61,16.2,46,32.93,1684,1511
20200531,1161,154,Category 01,54.93,42.77,22.1,29,36,26.6,35,27.57,793,547
20201124,545,149,Category 03,32.38,20.12,37.9,34,49,45.4,48,18.29,479,89
20201127,1013,46,Category 04,51.16,38.33,25.1,52,71,37.6,25,24.88,1366,954
20200812,1425,46,Category 04,49.94,41.28,17.4,73,91,26.0,52,24.88,1829,1492
20200917,603,39,Category 06,45.39,37.26,17.9,25,31,26.9,51,22.8,564,448
20200701,871,149,Category 03,31.23,27.25,12.7,44,50,15.3,36,18.29,569,448
20200418,904,110,Category 02,74.09,48.24,34.9,21,31,52.3,15,33.7,848,450
20200821,1830,57,Category 04,64.07,56.82,11.3,18,21,17.0,31,34.92,524,459
20200331,865,39,Category 06,40.5,28.19,30.4,64,93,45.6,17,22.8,1132,501
20200412,1208,83,Category 05,60.63,36.55,39.7,55,87,59.6,39,31.61,1596,429
20200801,63,111,Category 04,54.53,47.11,13.6,44,52,20.4,40,28.95,1125,944
20201210,1094,76,Category 05,39.45,33.93,14.0,29,35,21.0,19,22.03,505,416
20200314,371,1,Category 07,53.38,36.09,32.4,45,66,48.6,43,29.23,1086,452
20201113,371,6,Category 06,59.16,48.55,17.9,28,35,26.9,55,32.93,734,546
20200111,485,46,Category 04,47.91,32.51,32.1,22,32,48.2,40,24.88,506,244
20200128,508,149,Category 03,33.26,28.52,14.3,20,23,17.1,43,18.29,299,235
20200404,1712,39,Category 06,43.79,29.35,33.0,42,62,49.5,46,22.8,881,406
20200214,1182,155,Category 01,45.12,40.52,10.2,42,47,12.2,47,22.82,936,831
20200625,397,52,Category 06,37.93,25.22,33.5,19,28,50.3,52,20.74,326,125
20200328,1020,3,Category 01,38.23,24.31,38.1,57,81,43.7,19,22.1,919,179
20201029,1937,3,Category 01,40.59,25.19,37.9,20,29,45.5,28,22.1,369,89
20200220,1537,64,Category 01,63.35,43.15,31.9,71,98,38.3,20,32.22,2210,1071
20200928,1329,3,Category 01,42.68,26.25,38.5,59,86,46.2,28,22.1,1214,356
20200924,574,46,Category 04,47.7,38.55,19.2,51,65,28.8,34,24.88,1163,888
20201218,1208,7,Category 06,61.7,51.64,16.3,53,65,24.5,19,33.79,1479,1160
20201002,679,52,Category 06,38.26,27.92,27.0,26,36,40.5,42,20.74,455,258
20200808,1937,154,Category 01,54.15,45.47,16.0,42,50,19.2,25,27.57,1116,894
20200804,209,111,Category 04,58.4,48.86,16.3,27,33,24.5,43,28.95,795,657
20200206,1838,76,Category 05,43.94,38.21,13.0,69,82,19.6,44,22.03,1511,1326
20200118,1843,1,Category 07,54.95,33.89,38.3,53,83,57.5,19,29.23,1363,386
20200513,1101,110,Category 02,70.67,51.04,27.8,32,45,41.7,31,33.7,1183,780
20200901,1634,8,Category 05,61.02,39.54,35.2,59,90,52.8,49,31.14,1762,755
20200208,614,67,Category 05,41.25,25.43,38.4,55,86,57.5,46,20.88,1120,391
20200312,1589,2,Category 01,30.43,25.36,16.7,22,26,20.0,48,15.99,317,243
20201004,1208,52,Category 06,40.58,26.73,34.1,23,34,51.2,42,20.74,456,203
20200831,1329,39,Category 06,40.71,27.92,31.4,43,63,47.1,55,22.8,770,322
20200720,1838,46,Category 04,51.11,41.52,18.8,19,24,28.1,31,24.88,498,399
20200705,1020,76,Category 05,42.88,35.62,16.9,28,35,25.4,24,22.03,583,475
20200527,721,154,Category 01,51.73,38.85,24.9,20,25,29.9,50,27.57,483,282
20200730,486,7,Category 06,63.87,47.52,25.6,63,87,38.4,33,33.79,1895,1194
20200111,545,111,Category 04,55.14,47.49,13.9,65,78,20.8,26,28.95,1702,1446
20201107,904,6,Category 06,59.72,45.21,24.3,61,83,36.4,30,32.93,1634,1019
20200511,338,2,Category 01,31.4,28.08,10.6,39,43,12.7,54,15.99,600,519
20201225,178,154,Category 01,48.37,33.86,30.0,20,27,36.0,28,27.57,415,169
20201123,1452,2,Category 01,31.84,22.31,29.9,35,47,35.9,18,15.99,554,297
20200826,625,52,Category 06,36.47,24.24,33.5,35,52,50.3,19,20.74,550,182
20200413,930,6,Category 06,58.98,47.87,18.8,56,71,28.3,48,32.93,1458,1060
20200615,1616,6,Category 06,59.45,38.72,34.9,69,105,52.3,26,32.93,1829,607
20200930,209,107,Category 10,48.62,30.09,38.1,17,26,57.2,34,25.22,397,126
20200223,63,148,Category 03,34.55,23.05,33.3,69,96,39.9,25,19.46,1041,344
20200822,1763,148,Category 03,32.59,28.57,12.3,41,47,14.8,39,19.46,538,428
20201129,508,148,Category 03,32.64,27.38,16.1,34,40,19.3,42,19.46,448,316
20201126,1587,8,Category 05,59.92,47.7,20.4,33,43,30.6,54,31.14,949,712
20201030,978,155,Category 01,42.54,29.87,29.8,54,73,35.7,51,22.82,1064,514
