date,store_id,product_id,product_category,quantity_demanded,on_hand_inventory,safety_stock,current_price,base_price,cost_price,gross_margin,margin_percentage,competitor_price,price_elasticity,is_promoted,promotion_discount_pct,days_inventory,stockout_risk
20230715,30,103,Home,15,9,54,71.58,67.85,42.95,28.63,40.0,66.76,0.9729,1,15.3,0.56,1
20230716,30,103,Home,18,9,54,61.31,54.3,36.79,24.52,40.0,57.27,0.9403,0,0.0,0.47,1
20230717,30,103,Home,16,16,54,58.62,50.99,35.17,23.45,40.0,58.04,0.9318,1,39.31,0.94,1
20230718,30,103,Home,18,75,54,75.88,70.61,45.53,30.35,40.0,72.44,0.964,0,0.0,3.95,0
20230719,30,103,Home,13,96,54,47.2,55.0,28.32,18.88,40.0,45.64,1.0784,0,0.0,6.86,0
20230720,30,103,Home,14,30,54,97.89,81.94,58.73,39.16,40.0,88.74,0.9144,0,0.0,2.0,1
20230721,30,103,Home,23,38,54,62.45,73.93,37.47,24.98,40.0,62.36,1.0872,0,0.0,1.58,1
20230722,30,103,Home,15,19,54,76.42,83.22,45.85,30.57,40.0,78.57,1.0428,1,38.17,1.19,1
20230723,30,103,Home,23,93,54,29.66,30.02,17.8,11.86,40.0,28.52,1.0043,0,0.0,3.88,0
20230724,30,103,Home,13,82,54,22.12,20.06,13.27,8.85,40.0,23.55,0.9502,0,0.0,5.86,0
20230725,30,103,Home,11,79,54,44.12,52.63,26.47,17.65,40.0,42.65,1.0909,0,0.0,6.58,0
20230726,30,103,Home,14,9,54,76.44,80.82,45.86,30.58,40.0,70.54,1.0276,0,0.0,0.6,1
20230727,30,103,Home,12,70,54,54.3,49.48,32.58,21.72,40.0,58.49,0.9537,0,0.0,5.38,0
20230728,30,103,Home,19,54,54,78.47,83.57,47.08,31.39,40.0,85.33,1.0314,0,0.0,2.7,1
20230729,30,103,Home,20,59,54,34.99,42.01,20.99,13.99,40.0,36.95,1.0942,0,0.0,2.81,0
20230730,30,103,Home,15,56,54,61.7,63.68,37.02,24.68,40.0,65.46,1.0151,0,0.0,3.5,0
20230731,30,103,Home,15,31,54,64.6,61.21,38.76,25.84,40.0,59.12,0.9726,0,0.0,1.94,1
20230801,30,103,Home,9,98,54,69.72,59.2,41.83,27.89,40.0,68.45,0.9208,0,0.0,9.8,0
20230802,30,103,Home,19,84,54,30.1,35.35,18.06,12.04,40.0,28.88,1.0819,0,0.0,4.2,0
20230803,30,103,Home,12,56,54,92.1,85.77,55.26,36.84,40.0,83.26,0.9645,0,0.0,4.31,0
20230804,30,103,Home,15,6,54,63.92,76.09,38.35,25.57,40.0,64.29,1.0902,0,0.0,0.38,1
20230805,30,103,Home,8,52,54,43.7,44.2,26.22,17.48,40.0,41.49,1.0045,0,0.0,5.78,1
20230806,30,103,Home,13,89,54,56.47,70.02,33.88,22.59,40.0,54.82,1.1126,0,0.0,6.36,0
20230807,30,103,Home,18,32,54,64.33,73.91,38.6,25.73,40.0,63.49,1.0711,0,0.0,1.68,1
20230808,30,103,Home,11,99,54,42.5,36.24,25.5,17.0,40.0,46.6,0.9224,0,0.0,8.25,0
20230809,30,103,Home,13,97,54,66.41,57.75,39.85,26.56,40.0,62.28,0.9318,1,39.35,6.93,0
20230810,30,103,Home,9,57,54,41.89,37.98,25.13,16.76,40.0,41.59,0.951,0,0.0,5.7,0
20230811,30,103,Home,14,28,54,31.53,33.91,18.92,12.61,40.0,33.03,1.0355,0,0.0,1.87,1
20230812,30,103,Home,15,68,54,17.58,18.85,10.55,7.03,40.0,16.45,1.0326,0,0.0,4.25,0
20230813,30,103,Home,13,59,54,16.06,17.34,9.64,6.42,40.0,15.66,1.0359,0,0.0,4.21,0
20230814,30,103,Home,17,58,54,68.71,71.95,41.23,27.48,40.0,72.84,1.0226,0,0.0,3.22,0
20230815,30,103,Home,14,75,54,78.87,70.19,47.32,31.55,40.0,77.27,0.9428,1,10.7,5.0,0
20230816,30,103,Home,11,53,54,91.79,78.24,55.07,36.71,40.0,88.43,0.9228,0,0.0,4.42,1
20230817,30,103,Home,12,18,54,69.09,58.48,41.45,27.64,40.0,67.96,0.9193,0,0.0,1.38,1
20230818,30,103,Home,14,61,54,19.46,21.32,11.67,7.78,40.0,18.73,1.0441,0,0.0,4.07,0
20230819,30,103,Home,11,20,54,71.51,79.56,42.91,28.6,40.0,77.89,1.054,0,0.0,1.67,1
20230820,30,103,Home,14,35,54,50.03,44.05,30.02,20.01,40.0,51.51,0.9374,0,0.0,2.33,1
20230821,30,103,Home,17,71,54,74.27,82.5,44.56,29.71,40.0,78.37,1.0532,1,20.72,3.94,0
20230822,30,103,Home,15,15,54,94.52,98.08,56.71,37.81,40.0,90.34,1.0181,0,0.0,0.94,1
20230823,30,103,Home,11,76,54,41.02,38.08,24.61,16.41,40.0,39.06,0.9623,0,0.0,6.33,0
20230824,30,103,Home,15,51,54,92.37,79.42,55.42,36.95,40.0,91.38,0.9268,0,0.0,3.19,1
20230825,30,103,Home,11,63,54,99.51,84.72,59.7,39.8,40.0,106.26,0.9223,0,0.0,5.25,0
20230826,30,103,Home,11,85,54,46.92,44.42,28.15,18.77,40.0,42.78,0.972,0,0.0,7.08,0
20230827,30,103,Home,12,65,54,92.94,94.91,55.77,37.18,40.0,86.37,1.01,0,0.0,5.0,0
20230828,30,103,Home,9,66,54,60.56,74.84,36.34,24.23,40.0,60.81,1.1107,1,25.74,6.6,0
20230829,30,103,Home,14,47,54,17.88,15.28,10.73,7.15,40.0,19.12,0.9219,0,0.0,3.13,1
20230830,30,103,Home,11,8,54,71.21,59.65,42.73,28.49,40.0,68.44,0.9146,0,0.0,0.67,1
20230831,30,103,Home,16,28,54,63.79,55.99,38.27,25.52,40.0,65.92,0.9362,1,17.98,1.65,1
20230901,30,103,Home,13,20,54,82.44,70.78,49.47,32.98,40.0,82.08,0.926,0,0.0,1.43,1
20230902,30,103,Home,15,6,54,23.63,20.62,14.18,9.45,40.0,25.75,0.9322,0,0.0,0.38,1
20230903,30,103,Home,20,61,54,28.61,33.39,17.16,11.44,40.0,26.42,1.0785,0,0.0,2.9,0
20230904,30,103,Home,12,44,54,22.67,27.41,13.6,9.07,40.0,23.99,1.0972,0,0.0,3.38,1
20230905,30,103,Home,13,76,54,28.87,27.9,17.32,11.55,40.0,29.49,0.9814,0,0.0,5.43,0
20230906,30,103,Home,7,17,54,63.49,75.06,38.09,25.39,40.0,64.33,1.0865,0,0.0,2.12,1
20230907,30,103,Home,9,79,54,70.25,78.45,42.15,28.1,40.0,66.36,1.056,0,0.0,7.9,0
20230908,30,103,Home,10,34,54,17.55,20.8,10.53,7.02,40.0,18.72,1.0856,0,0.0,3.09,1
20230909,30,103,Home,14,86,54,62.41,69.88,37.45,24.96,40.0,61.8,1.0573,0,0.0,5.73,0
20230910,30,103,Home,13,16,54,31.46,35.12,18.87,12.58,40.0,28.48,1.055,0,0.0,1.14,1
20230911,30,103,Home,13,13,54,55.41,50.99,33.25,22.17,40.0,56.27,0.9584,0,0.0,0.93,1
20230912,30,103,Home,8,27,54,97.43,89.14,58.46,38.97,40.0,94.23,0.956,0,0.0,3.0,1
20230913,30,103,Home,18,88,54,103.67,97.12,62.2,41.47,40.0,101.81,0.9674,0,0.0,4.63,0
20230914,30,103,Home,15,10,54,15.14,17.73,9.08,6.05,40.0,13.97,1.0786,0,0.0,0.62,1
20230915,30,103,Home,12,33,54,81.47,76.5,48.88,32.59,40.0,81.31,0.9685,0,0.0,2.54,1
20230916,30,103,Home,16,72,54,94.25,97.92,56.55,37.7,40.0,89.42,1.0188,0,0.0,4.24,0
20230917,30,103,Home,11,56,54,29.81,35.62,17.89,11.92,40.0,31.44,1.0913,1,24.03,4.67,0
20230918,30,103,Home,17,28,54,16.85,17.34,10.11,6.74,40.0,17.77,1.0114,0,0.0,1.56,1
20230919,30,103,Home,18,44,54,45.54,52.2,27.33,18.22,40.0,45.24,1.0694,1,39.9,2.32,1
20230920,30,103,Home,15,64,54,100.75,99.96,60.45,40.3,40.0,95.39,0.9956,1,36.07,4.0,0
20230921,30,103,Home,13,35,54,89.32,84.61,53.59,35.73,40.0,93.2,0.9727,0,0.0,2.5,1
20230922,30,103,Home,13,59,54,24.62,21.47,14.77,9.85,40.0,25.64,0.9321,0,0.0,4.21,0
20230923,30,103,Home,11,98,54,100.85,88.2,60.51,40.34,40.0,93.5,0.9347,0,0.0,8.17,0
20230924,30,103,Home,11,97,54,63.92,68.18,38.35,25.57,40.0,65.69,1.032,0,0.0,8.08,0
20230925,30,103,Home,14,84,54,26.96,24.49,16.17,10.78,40.0,28.12,0.9514,0,0.0,5.6,0
20230926,30,103,Home,8,84,54,62.35,65.26,37.41,24.94,40.0,64.41,1.0222,0,0.0,9.33,0
20230927,30,103,Home,15,74,54,48.56,48.32,29.14,19.42,40.0,44.63,0.9965,0,0.0,4.62,0
20230928,30,103,Home,15,48,54,37.28,38.86,22.37,14.91,40.0,34.45,1.0196,0,0.0,3.0,1
20230929,30,103,Home,9,42,54,62.07,54.68,37.24,24.83,40.0,60.82,0.9378,0,0.0,4.2,1
20230930,30,103,Home,15,48,54,16.44,19.99,9.87,6.58,40.0,17.73,1.0993,0,0.0,3.0,1
20231001,30,103,Home,8,6,54,53.98,64.06,32.39,21.59,40.0,51.17,1.0884,0,0.0,0.67,1
20231002,30,103,Home,14,50,54,81.96,82.0,49.17,32.78,40.0,74.42,0.9996,0,0.0,3.33,1
20231003,30,103,Home,12,6,54,57.05,58.45,34.23,22.82,40.0,52.77,1.0113,0,0.0,0.46,1
20231004,30,103,Home,12,79,54,102.39,97.43,61.43,40.96,40.0,92.53,0.975,0,0.0,6.08,0
20231005,30,103,Home,14,33,54,62.6,53.79,37.56,25.04,40.0,60.88,0.9262,0,0.0,2.2,1
20231006,30,103,Home,10,72,54,84.55,74.42,50.73,33.82,40.0,88.02,0.9377,1,20.01,6.55,0
20231007,30,103,Home,10,98,54,26.45,25.15,15.87,10.58,40.0,26.97,0.9732,0,0.0,8.91,0
20231008,30,103,Home,11,59,54,73.91,69.14,44.35,29.56,40.0,79.78,0.9666,0,0.0,4.92,0
20231009,30,103,Home,13,59,54,32.01,35.86,19.2,12.8,40.0,34.3,1.0569,0,0.0,4.21,0
20231010,30,103,Home,16,16,54,39.24,39.38,23.55,15.7,40.0,40.64,1.0005,0,0.0,0.94,1
20231011,30,103,Home,12,5,54,107.74,94.39,64.65,43.1,40.0,112.97,0.9355,0,0.0,0.38,1
20231012,30,103,Home,14,26,54,34.58,36.08,20.75,13.83,40.0,33.6,1.0199,0,0.0,1.73,1
20231013,30,103,Home,15,63,54,31.52,32.85,18.91,12.61,40.0,34.18,1.0192,0,0.0,3.94,0
20231014,30,103,Home,9,73,54,69.85,58.92,41.91,27.94,40.0,71.88,0.9178,0,0.0,7.3,0
20231015,30,103,Home,13,74,54,95.73,86.99,57.44,38.29,40.0,96.93,0.9527,0,0.0,5.29,0
20231016,30,103,Home,17,70,54,63.29,60.14,37.97,25.32,40.0,60.24,0.9741,0,0.0,3.89,0
20231017,30,103,Home,10,89,54,24.88,21.91,14.93,9.95,40.0,25.74,0.9366,0,0.0,8.09,0
20231018,30,103,Home,9,90,54,38.13,37.99,22.88,15.25,40.0,39.79,0.9969,0,0.0,9.0,0
20231019,30,103,Home,14,43,54,41.81,45.75,25.09,16.72,40.0,41.85,1.0448,0,0.0,2.87,1
20231020,30,103,Home,13,11,54,47.0,39.59,28.2,18.8,40.0,42.75,0.9168,0,0.0,0.79,1
20231021,30,103,Home,13,70,54,65.89,60.74,39.53,26.36,40.0,67.24,0.9594,0,0.0,5.0,0
20231022,30,103,Home,10,61,54,56.89,61.26,34.14,22.76,40.0,55.37,1.0368,0,0.0,5.55,0
20231023,30,103,Home,4,51,54,57.31,63.05,34.39,22.92,40.0,58.36,1.048,1,28.29,10.2,1
20231024,30,103,Home,10,82,54,39.3,40.07,23.58,15.72,40.0,42.14,1.0085,0,0.0,7.45,0
20231025,30,103,Home,8,88,54,17.76,17.51,10.66,7.11,40.0,19.44,0.9901,0,0.0,9.78,0
20231026,30,103,Home,13,40,54,118.36,99.3,71.02,47.34,40.0,115.58,0.9156,0,0.0,2.86,1
20231027,30,103,Home,11,9,54,19.27,22.92,11.56,7.71,40.0,18.25,1.0879,0,0.0,0.75,1
20231028,30,103,Home,17,69,54,19.47,19.4,11.68,7.79,40.0,18.5,0.9957,0,0.0,3.83,0
20231029,30,103,Home,12,17,54,14.85,17.09,8.91,5.94,40.0,15.75,1.069,0,0.0,1.31,1
20231030,30,103,Home,11,73,54,51.94,54.41,31.16,20.78,40.0,50.76,1.0225,1,33.84,6.08,0
20231031,30,103,Home,11,6,54,13.41,15.21,8.05,5.36,40.0,14.31,1.0608,0,0.0,0.5,1
20231101,30,103,Home,15,6,54,80.56,99.73,48.34,32.22,40.0,73.1,1.112,0,0.0,0.38,1
20231102,30,103,Home,15,63,54,73.15,67.4,43.89,29.26,40.0,71.4,0.9592,0,0.0,3.94,0
20231103,30,103,Home,13,60,54,74.42,89.29,44.65,29.77,40.0,70.18,1.0947,0,0.0,4.29,0
20231104,30,103,Home,8,7,54,62.4,53.03,37.44,24.96,40.0,64.94,0.9212,0,0.0,0.78,1
20231105,30,103,Home,14,42,54,99.86,96.42,59.92,39.95,40.0,107.07,0.9821,0,0.0,2.8,1
20231106,30,103,Home,13,59,54,15.89,17.39,9.53,6.35,40.0,14.61,1.0431,0,0.0,4.21,0
20231107,30,103,Home,15,75,54,87.68,85.23,52.61,35.07,40.0,87.95,0.9854,0,0.0,4.69,0
20231108,30,103,Home,13,64,54,51.78,43.43,31.07,20.71,40.0,52.23,0.915,0,0.0,4.57,0
20231109,30,103,Home,18,97,54,70.31,68.3,42.19,28.12,40.0,68.61,0.9849,0,0.0,5.11,0
20231110,30,103,Home,15,8,54,59.72,57.77,35.83,23.89,40.0,63.97,0.9827,0,0.0,0.5,1
20231111,30,103,Home,10,38,54,26.37,25.8,15.82,10.55,40.0,27.71,0.9873,0,0.0,3.45,1
20231112,30,103,Home,14,95,54,66.39,71.02,39.83,26.56,40.0,64.8,1.0335,0,0.0,6.33,0
20231113,30,103,Home,11,92,54,24.67,22.26,14.8,9.87,40.0,25.33,0.9481,0,0.0,7.67,0
20231114,30,103,Home,12,62,54,30.91,30.62,18.54,12.36,40.0,33.88,0.9938,0,0.0,4.77,0
20231115,30,103,Home,18,29,54,90.66,92.73,54.4,36.27,40.0,84.59,1.0108,0,0.0,1.53,1
20231116,30,103,Home,13,23,54,19.94,17.56,11.96,7.97,40.0,19.15,0.9362,0,0.0,1.64,1
20231117,30,103,Home,15,6,54,37.28,32.35,22.37,14.91,40.0,37.17,0.9303,0,0.0,0.38,1
20231118,30,103,Home,12,90,54,31.97,28.44,19.18,12.79,40.0,34.8,0.9416,0,0.0,6.92,0
20231119,30,103,Home,12,95,54,82.88,76.92,49.73,33.15,40.0,89.39,0.9628,1,12.48,7.31,0
20231120,30,103,Home,15,67,54,43.01,42.23,25.81,17.2,40.0,42.0,0.9897,1,32.21,4.19,0
20231121,30,103,Home,13,29,54,66.28,66.84,39.77,26.51,40.0,67.01,1.0034,0,0.0,2.07,1
20231122,30,103,Home,14,52,54,18.16,17.37,10.9,7.26,40.0,18.09,0.9753,0,0.0,3.47,1
20231123,30,103,Home,18,11,54,79.13,83.26,47.48,31.65,40.0,81.89,1.0251,0,0.0,0.58,1
20231124,30,103,Home,18,16,54,56.3,69.57,33.78,22.52,40.0,58.74,1.1106,0,0.0,0.84,1
20231125,30,103,Home,14,75,54,88.98,76.37,53.39,35.59,40.0,88.89,0.9259,0,0.0,5.0,0
20231126,30,103,Home,14,63,54,62.37,71.82,37.42,24.95,40.0,67.48,1.0722,1,23.04,4.2,0
20231127,30,103,Home,18,73,54,16.98,16.83,10.19,6.79,40.0,17.11,0.9924,0,0.0,3.84,0
20231128,30,103,Home,20,92,54,23.8,29.11,14.28,9.52,40.0,25.31,1.1036,0,0.0,4.38,0
20231129,30,103,Home,13,67,54,64.93,72.89,38.96,25.97,40.0,60.01,1.0587,0,0.0,4.79,0
20231130,30,103,Home,12,71,54,81.11,82.93,48.67,32.44,40.0,87.2,1.0106,0,0.0,5.46,0
20231201,30,103,Home,15,35,54,60.36,74.79,36.21,24.14,40.0,54.38,1.1122,1,34.61,2.19,1
20231202,30,103,Home,18,86,54,86.42,78.73,51.85,34.57,40.0,87.5,0.9539,0,0.0,4.53,0
20231203,30,103,Home,11,15,54,40.28,37.59,24.17,16.11,40.0,40.38,0.9648,0,0.0,1.25,1
20231204,30,103,Home,17,10,54,51.17,45.09,30.7,20.47,40.0,48.72,0.9377,0,0.0,0.56,1
20231205,30,103,Home,14,56,54,100.74,96.65,60.45,40.3,40.0,97.41,0.979,0,0.0,3.73,0
20231206,30,103,Home,16,81,54,74.11,78.55,44.46,29.64,40.0,81.51,1.0289,1,14.19,4.76,0
20231207,30,103,Home,17,94,54,24.18,21.87,14.51,9.67,40.0,24.54,0.9491,1,30.86,5.22,0
20231208,30,103,Home,15,85,54,45.93,45.64,27.56,18.37,40.0,44.71,0.9957,0,0.0,5.31,0
20231209,30,103,Home,16,7,54,71.28,81.98,42.77,28.51,40.0,70.02,1.0717,0,0.0,0.41,1
20231210,30,103,Home,14,87,54,21.89,22.58,13.14,8.76,40.0,19.95,1.0133,0,0.0,5.8,0
20231211,30,103,Home,15,31,54,60.51,54.41,36.3,24.2,40.0,64.47,0.9475,0,0.0,1.94,1
20231212,30,103,Home,14,74,54,30.81,34.18,18.49,12.33,40.0,32.17,1.0515,0,0.0,4.93,0
20231213,30,103,Home,17,34,54,21.48,22.22,12.89,8.59,40.0,20.37,1.0148,0,0.0,1.89,1
20231214,30,103,Home,16,85,54,97.34,91.93,58.4,38.94,40.0,94.53,0.9713,0,0.0,5.0,0
20231215,30,103,Home,15,64,54,71.45,70.54,42.87,28.58,40.0,73.8,0.9929,1,30.33,4.0,0
20231216,30,103,Home,26,74,54,57.77,70.97,34.66,23.11,40.0,63.47,1.1074,0,0.0,2.74,0
20231217,30,103,Home,20,83,54,97.96,99.52,58.78,39.19,40.0,91.1,1.0074,0,0.0,3.95,0
20231218,30,103,Home,14,45,54,100.28,98.4,60.17,40.11,40.0,90.33,0.9901,0,0.0,3.0,1
20231219,30,103,Home,19,93,54,51.71,59.74,31.03,20.68,40.0,56.25,1.0738,0,0.0,4.65,0
20231220,30,103,Home,14,47,54,100.31,88.35,60.19,40.12,40.0,93.59,0.938,0,0.0,3.13,1
20231221,30,103,Home,11,50,54,48.99,48.83,29.39,19.6,40.0,44.68,0.9973,0,0.0,4.17,1
20231222,30,103,Home,15,49,54,79.93,81.82,47.96,31.97,40.0,72.71,1.0111,0,0.0,3.06,1
20231223,30,103,Home,18,68,54,80.88,91.23,48.53,32.35,40.0,81.23,1.0614,0,0.0,3.58,0
20231224,30,103,Home,20,84,54,17.22,16.91,10.33,6.89,40.0,15.76,0.9881,1,25.15,4.0,0
20231225,30,103,Home,13,59,54,26.53,22.57,15.92,10.61,40.0,28.19,0.9205,0,0.0,4.21,0
20231226,30,103,Home,14,59,54,51.2,46.29,30.72,20.48,40.0,48.94,0.9499,0,0.0,3.93,0
20231227,30,103,Home,18,98,54,79.83,99.6,47.9,31.93,40.0,85.6,1.1162,0,0.0,5.16,0
20231228,30,103,Home,12,12,54,24.25,22.49,14.55,9.7,40.0,22.25,0.9609,0,0.0,0.92,1
20231229,30,103,Home,18,50,54,26.83,23.04,16.1,10.73,40.0,26.38,0.9248,1,20.93,2.63,1
20231230,30,103,Home,16,49,54,47.49,50.16,28.49,19.0,40.0,49.56,1.0266,0,0.0,2.88,1
20231231,30,103,Home,19,14,54,89.56,74.66,53.73,35.82,40.0,91.11,0.9125,0,0.0,0.7,1
20220101,30,104,Sports,37,16,105,102.03,99.24,61.22,40.81,40.0,107.52,0.9858,0,0.0,0.42,1
20220102,30,104,Sports,33,51,105,17.53,17.54,10.52,7.01,40.0,16.51,0.9975,0,0.0,1.5,1
20220103,30,104,Sports,24,50,105,33.04,30.71,19.83,13.22,40.0,29.76,0.9625,0,0.0,2.0,1
20220104,30,104,Sports,29,8,105,82.0,75.73,49.2,32.8,40.0,78.92,0.9604,0,0.0,0.27,1
20220105,30,104,Sports,42,21,105,42.72,50.85,25.63,17.09,40.0,42.95,1.0898,0,0.0,0.49,1
20220106,30,104,Sports,30,71,105,118.86,99.47,71.31,47.54,40.0,121.7,0.9144,0,0.0,2.29,1
20220107,30,104,Sports,25,23,105,73.25,65.66,43.95,29.3,40.0,72.31,0.9462,0,0.0,0.88,1
20220108,30,104,Sports,39,27,105,49.66,46.18,29.8,19.86,40.0,45.26,0.9634,0,0.0,0.68,1
20220109,30,104,Sports,33,92,105,24.42,20.87,14.65,9.77,40.0,22.91,0.9225,0,0.0,2.71,1
20220110,30,104,Sports,42,23,105,21.91,21.29,13.15,8.77,40.0,21.28,0.9835,0,0.0,0.53,1
20220111,30,104,Sports,41,7,105,73.85,65.26,44.31,29.54,40.0,72.62,0.9394,0,0.0,0.17,1
20220112,30,104,Sports,41,97,105,21.53,24.78,12.92,8.61,40.0,21.51,1.0703,0,0.0,2.31,1
20220113,30,104,Sports,30,36,105,102.38,90.46,61.43,40.95,40.0,96.85,0.9395,0,0.0,1.16,1
20220114,30,104,Sports,35,99,105,64.41,76.86,38.64,25.76,40.0,68.69,1.0915,0,0.0,2.75,1
20220115,30,104,Sports,32,60,105,88.84,74.93,53.3,35.54,40.0,87.18,0.9179,1,31.98,1.82,1
20220116,30,104,Sports,14,95,105,31.25,28.95,18.75,12.5,40.0,30.8,0.961,0,0.0,6.33,1
20220117,30,104,Sports,21,54,105,57.8,50.14,34.68,23.12,40.0,54.74,0.9306,0,0.0,2.45,1
20220118,30,104,Sports,45,9,105,29.76,34.29,17.86,11.91,40.0,30.48,1.0715,0,0.0,0.2,1
20220119,30,104,Sports,46,61,105,45.97,51.44,27.58,18.39,40.0,48.06,1.0567,1,20.04,1.3,1
20220120,30,104,Sports,36,96,105,44.05,54.49,26.43,17.62,40.0,40.91,1.111,0,0.0,2.59,1
20220121,30,104,Sports,46,45,105,17.25,21.17,10.35,6.9,40.0,16.34,1.1044,0,0.0,0.96,1
20220122,30,104,Sports,46,15,105,39.22,40.46,23.53,15.69,40.0,39.62,1.0144,0,0.0,0.32,1
20220123,30,104,Sports,26,32,105,62.53,55.36,37.52,25.01,40.0,65.71,0.9402,1,27.41,1.19,1
20220124,30,104,Sports,40,16,105,92.4,97.05,55.44,36.96,40.0,92.49,1.0243,1,34.29,0.39,1
20220125,30,104,Sports,50,92,105,93.04,95.07,55.83,37.22,40.0,90.1,1.0103,0,0.0,1.8,1
20220126,30,104,Sports,41,24,105,70.05,71.54,42.03,28.02,40.0,63.98,1.0099,0,0.0,0.57,1
20220127,30,104,Sports,37,43,105,54.74,46.83,32.85,21.9,40.0,50.86,0.9241,0,0.0,1.13,1
20220128,30,104,Sports,40,52,105,17.2,16.37,10.32,6.88,40.0,17.65,0.9725,1,17.99,1.27,1
20220129,30,104,Sports,40,14,105,25.8,24.38,15.48,10.32,40.0,28.37,0.9701,0,0.0,0.34,1
20220130,30,104,Sports,31,52,105,66.39,57.87,39.83,26.56,40.0,64.13,0.9329,0,0.0,1.62,1
20220131,30,104,Sports,48,94,105,30.39,27.22,18.23,12.16,40.0,30.1,0.9449,0,0.0,1.92,1
20220201,30,104,Sports,41,57,105,37.43,46.37,22.46,14.97,40.0,36.05,1.1115,0,0.0,1.36,1
20220202,30,104,Sports,49,51,105,54.4,53.02,32.64,21.76,40.0,58.43,0.9863,0,0.0,1.02,1
20220203,30,104,Sports,28,17,105,67.7,74.8,40.62,27.08,40.0,64.76,1.0504,0,0.0,0.59,1
20220204,30,104,Sports,40,49,105,59.2,71.23,35.52,23.68,40.0,54.65,1.096,0,0.0,1.2,1
20220205,30,104,Sports,20,11,105,30.55,26.2,18.33,12.22,40.0,30.4,0.9246,1,26.57,0.52,1
20220206,30,104,Sports,39,57,105,75.49,65.34,45.3,30.2,40.0,80.7,0.9297,0,0.0,1.43,1
20220207,30,104,Sports,35,96,105,90.58,80.36,54.35,36.23,40.0,84.06,0.9414,0,0.0,2.67,1
20220208,30,104,Sports,55,89,105,93.43,96.35,56.06,37.37,40.0,93.83,1.015,0,0.0,1.59,1
20220209,30,104,Sports,38,6,105,15.5,15.53,9.3,6.2,40.0,14.39,0.9979,0,0.0,0.15,1
20220210,30,104,Sports,43,94,105,96.88,98.54,58.13,38.75,40.0,93.02,1.008,0,0.0,2.14,1
20220211,30,104,Sports,37,93,105,24.83,30.87,14.9,9.93,40.0,25.27,1.1127,0,0.0,2.45,1
20220212,30,104,Sports,39,57,105,96.54,96.88,57.93,38.62,40.0,91.39,1.0012,0,0.0,1.43,1
20220213,30,104,Sports,49,95,105,53.36,60.62,32.01,21.34,40.0,58.43,1.0649,0,0.0,1.9,1
20220214,30,104,Sports,50,98,105,32.91,38.08,19.75,13.16,40.0,33.38,1.074,0,0.0,1.92,1
20220215,30,104,Sports,37,9,105,23.7,29.33,14.22,9.48,40.0,22.14,1.1102,0,0.0,0.24,1
20220216,30,104,Sports,44,67,105,83.96,96.06,50.38,33.58,40.0,88.17,1.069,0,0.0,1.49,1
20220217,30,104,Sports,51,63,105,60.26,69.84,36.15,24.1,40.0,65.0,1.0757,0,0.0,1.21,1
20220218,30,104,Sports,34,94,105,37.54,31.94,22.53,15.02,40.0,40.63,0.9211,0,0.0,2.69,1
20220219,30,104,Sports,30,12,105,108.9,98.5,65.34,43.56,40.0,118.87,0.9506,0,0.0,0.39,1
20220220,30,104,Sports,48,72,105,33.04,40.14,19.82,13.21,40.0,33.15,1.1007,0,0.0,1.47,1
20220221,30,104,Sports,46,24,105,75.86,74.67,45.51,30.34,40.0,74.38,0.9915,0,0.0,0.51,1
20220222,30,104,Sports,37,94,105,81.08,70.72,48.65,32.43,40.0,80.57,0.9333,0,0.0,2.47,1
20220223,30,104,Sports,61,36,105,42.31,43.27,25.39,16.93,40.0,41.89,1.01,0,0.0,0.58,1
20220224,30,104,Sports,49,86,105,73.32,90.06,43.99,29.33,40.0,75.97,1.1075,0,0.0,1.72,1
20220225,30,104,Sports,48,50,105,89.77,89.75,53.86,35.91,40.0,97.48,0.9993,0,0.0,1.02,1
20220226,30,104,Sports,53,83,105,19.63,18.51,11.78,7.85,40.0,18.56,0.9684,0,0.0,1.54,1
20220227,30,104,Sports,43,30,105,91.98,98.15,55.19,36.79,40.0,82.91,1.0324,0,0.0,0.68,1
20220228,30,104,Sports,47,37,105,30.24,27.61,18.14,12.09,40.0,29.34,0.9539,1,25.23,0.77,1
20220301,30,104,Sports,49,95,105,88.87,92.27,53.32,35.55,40.0,96.82,1.0184,0,0.0,1.9,1
20220302,30,104,Sports,26,87,105,17.38,15.86,10.43,6.95,40.0,17.53,0.9525,0,0.0,3.22,1
20220303,30,104,Sports,54,91,105,73.6,78.34,44.16,29.44,40.0,77.71,1.031,0,0.0,1.65,1
20220304,30,104,Sports,36,26,105,92.68,79.85,55.61,37.07,40.0,84.36,0.9277,1,35.47,0.7,1
20220305,30,104,Sports,41,77,105,101.74,95.02,61.05,40.7,40.0,106.46,0.9659,1,11.41,1.83,1
20220306,30,104,Sports,52,88,105,60.6,74.36,36.36,24.24,40.0,56.43,1.1068,0,0.0,1.66,1
20220307,30,104,Sports,59,30,105,64.88,74.83,38.93,25.95,40.0,69.74,1.0731,0,0.0,0.5,1
20220308,30,104,Sports,49,32,105,68.86,79.65,41.32,27.54,40.0,65.6,1.0747,0,0.0,0.64,1
20220309,30,104,Sports,31,23,105,96.8,90.96,58.08,38.72,40.0,88.17,0.9688,1,27.23,0.72,1
